date,name,amount,category,status
4/1/2024,Madison Bicycle Shop,606.33,Business Services,Pending
10/14/2023,Netflix,567.2,Subscriptions,Posted
8/6/2023,Comcast,2675.15,Bills & Utilities,Posted
2/9/2023,ATM Withdrawal,1444.87,Banking & Fees,Pending
3/24/2024,Expedia,-2210.44,Travel,Posted
7/5/2023,Comcast,468.2,Bills & Utilities,Posted
5/15/2024,Disney+,1292.71,Subscriptions,Posted
9/28/2023,Overdraft Fee,2114.29,Banking & Fees,Posted
5/9/2024,Apple Music,395.91,Subscriptions,Pending
2/23/2024,Walmart,50.38,Shopping,Pending
4/15/2024,Venmo,1186.36,Others,Posted
4/18/2023,Touchstone Climbing,2569.22,Fitness & Sports,Posted
2/8/2023,Touchstone Climbing,-2208.91,Fitness & Sports,Posted
5/10/2023,Donation,680.25,Others,Pending
2/24/2023,Wire Transfer,1701.4,Banking & Fees,Posted
7/7/2024,Health Insurance,2398.3,Insurance & Financial,Pending
2/5/2023,Marriott Hotels,795.4,Travel,Posted
5/5/2024,Venmo,2027.27,Others,Pending
7/30/2024,Expedia,1578.55,Travel,Pending
11/15/2023,Starbucks,1895.18,Food & Drinks,Posted
11/20/2023,Uber,-1838.06,Travel,Pending
3/19/2023,Netflix,2818.89,Subscriptions,Posted
11/15/2023,Domino's Pizza,15.95,Food & Drinks,Posted
6/17/2024,Car Insurance,1371.27,Insurance & Financial,Pending
3/21/2024,PG&E,2830.61,Bills & Utilities,Pending
12/23/2023,LA Fitness,255.47,Fitness & Sports,Pending
1/16/2024,Overdraft Fee,2709.76,Banking & Fees,Pending
2/26/2024,Uber,934.66,Travel,Pending
5/4/2024,Automatic Payment,1524.42,Business Services,Posted
1/6/2023,Car Insurance,49.13,Insurance & Financial,Pending
12/9/2023,Electricity Bill,584.8,Bills & Utilities,Posted
8/16/2024,Subway,516.98,Food & Drinks,Posted
12/17/2023,Office Depot,2003.37,Business Services,Posted
7/30/2024,Venmo,242.75,Others,Posted
11/16/2023,Best Buy,974.11,Shopping,Posted
6/15/2023,Netflix,2704.4,Subscriptions,Pending
1/12/2023,Marriott Hotels,2085.52,Travel,Posted
7/29/2023,Miscellaneous Expense,1880.51,Others,Posted
3/19/2023,Uber,452.52,Travel,Posted
1/1/2024,Car Insurance,773.92,Insurance & Financial,Posted
12/5/2023,Marriott Hotels,1825.87,Travel,Posted
7/4/2023,Automatic Payment,2430.38,Business Services,Pending
4/25/2024,Lyft,1691.72,Travel,Posted
5/20/2023,Planet Fitness,2578.58,Fitness & Sports,Pending
4/13/2024,Touchstone Climbing,945.44,Fitness & Sports,Posted
8/3/2024,Overdraft Fee,2298.78,Banking & Fees,Pending
2/9/2024,Gift Card,2674,Others,Pending
7/30/2024,Starbucks,340.84,Food & Drinks,Posted
6/24/2024,Bank Fee,1668.28,Banking & Fees,Posted
4/1/2023,Miscellaneous Expense,-2669.73,Others,Pending
3/12/2023,Hulu,753.05,Subscriptions,Pending
2/20/2024,Gift Card,1189.94,Others,Pending
10/24/2023,IKEA,2863.08,Shopping,Posted
2/4/2023,Airbnb,2935.94,Travel,Pending
4/14/2024,Madison Bicycle Shop,2359.29,Business Services,Posted
7/7/2023,Expedia,966.35,Travel,Posted
1/19/2024,Marriott Hotels,2573.28,Travel,Posted
3/9/2024,Planet Fitness,2243.29,Fitness & Sports,Pending
12/11/2023,Staples,-568.18,Business Services,Pending
11/10/2023,Automatic Payment,2385.05,Business Services,Pending
2/27/2023,Amazon Prime,1536.66,Subscriptions,Posted
8/18/2023,Mortgage Payment,2792.65,Insurance & Financial,Posted
1/5/2023,Car Insurance,1920.89,Insurance & Financial,Posted
2/25/2024,Car Insurance,1928.76,Insurance & Financial,Posted
2/24/2023,Office Depot,2587.22,Business Services,Posted
7/22/2024,Lyft,-2306.61,Travel,Pending
3/10/2023,Water Bill,1488.7,Bills & Utilities,Posted
4/5/2023,PG&E,1729.47,Bills & Utilities,Pending
12/30/2023,Netflix,921.87,Subscriptions,Pending
12/7/2023,Lyft,1389.43,Travel,Pending
6/22/2024,eBay,2385.42,Shopping,Posted
7/13/2023,Chipotle,919.32,Food & Drinks,Posted
1/3/2023,Gym Membership,913.26,Fitness & Sports,Pending
6/11/2023,Apple Music,1811.88,Subscriptions,Posted
3/6/2023,Best Buy,823.48,Shopping,Posted
2/19/2024,Overdraft Fee,1089.78,Banking & Fees,Posted
4/2/2023,Rent Payment,-1301.11,Bills & Utilities,Pending
2/15/2023,Tectra Inc,1592.15,Business Services,Pending
6/12/2024,Miscellaneous Expense,1424.4,Others,Posted
7/28/2023,Spotify,2796.87,Subscriptions,Posted
6/25/2023,Rent Payment,1753.82,Bills & Utilities,Posted
7/30/2024,Loan Repayment,1163.58,Insurance & Financial,Posted
1/6/2024,Verizon,1454.29,Bills & Utilities,Pending
5/4/2024,Car Insurance,2387.71,Insurance & Financial,Pending
8/8/2023,Loan Repayment,1419.86,Insurance & Financial,Pending
8/11/2023,Staples,-2613.77,Business Services,Pending
12/1/2023,Uber,2709.65,Travel,Pending
4/1/2023,Car Insurance,1180.12,Insurance & Financial,Posted
8/9/2023,Loan Repayment,2911.42,Insurance & Financial,Pending
1/3/2024,Bank Fee,1629.35,Banking & Fees,Pending
4/23/2024,Gym Membership,-346.19,Fitness & Sports,Pending
12/16/2023,Overdraft Fee,1453.45,Banking & Fees,Pending
5/27/2024,Burger King,2760.06,Food & Drinks,Pending
1/11/2023,Bank Fee,2108.2,Banking & Fees,Pending
4/24/2024,Venmo,-1884.46,Others,Pending
8/6/2023,Gym Membership,-1690.2,Fitness & Sports,Posted
4/12/2024,Venmo,2104.29,Others,Pending
4/13/2023,Airbnb,482.66,Travel,Pending
8/20/2024,Miscellaneous Expense,54.19,Others,Pending
3/22/2024,Tectra Inc,2201.26,Business Services,Pending
1/25/2024,Gift Card,1161.6,Others,Posted
7/15/2024,Office Depot,1912.34,Business Services,Posted
8/14/2023,Spotify,857.45,Subscriptions,Posted
3/25/2023,Airbnb,1212.72,Travel,Pending
6/10/2024,Marriott Hotels,2201.25,Travel,Posted
1/15/2024,Health Insurance,2340.27,Insurance & Financial,Pending
3/18/2024,eBay,2286.16,Shopping,Pending
1/19/2023,United Airlines,238.67,Travel,Pending
2/22/2024,Staples,1428.44,Business Services,Posted
1/21/2023,Automatic Payment,1162.76,Business Services,Posted
1/17/2024,Apple Music,1134.14,Subscriptions,Pending
10/28/2023,Costco,-1164.75,Shopping,Pending
11/2/2023,Comcast,30.32,Bills & Utilities,Posted
4/24/2023,Hulu,460.21,Subscriptions,Pending
11/15/2023,McDonald's,1653.9,Food & Drinks,Posted
9/22/2023,Donation,2907.89,Others,Posted
5/8/2023,Miscellaneous Expense,646.78,Others,Posted
3/21/2024,Lyft,1517.45,Travel,Posted
2/3/2023,Miscellaneous Expense,470.6,Others,Posted
2/8/2023,Disney+,-2163.85,Subscriptions,Posted
1/12/2024,Madison Bicycle Shop,301.41,Business Services,Posted
8/1/2024,KFC,1623.83,Food & Drinks,Pending
4/18/2023,Nike Training,1494.8,Fitness & Sports,Pending
7/28/2023,Planet Fitness,2753.04,Fitness & Sports,Posted
4/20/2023,IKEA,654.84,Shopping,Pending
7/18/2024,Office Depot,2791.85,Business Services,Posted
8/28/2023,Marriott Hotels,2239.51,Travel,Pending
7/18/2023,Donation,1090.16,Others,Pending
6/24/2024,Overdraft Fee,-366.1,Banking & Fees,Pending
4/26/2023,Donation,2651.46,Others,Pending
4/26/2023,KFC,2986.52,Food & Drinks,Posted
10/6/2023,Staples,2630.15,Business Services,Posted
2/28/2024,Nike Training,833.69,Fitness & Sports,Pending
1/27/2023,eBay,250.26,Shopping,Pending
12/12/2023,Touchstone Climbing,2629.35,Fitness & Sports,Posted
6/18/2023,Comcast,1465.55,Bills & Utilities,Posted
2/6/2023,Amazon,915.24,Shopping,Pending
6/14/2024,Madison Bicycle Shop,2213.15,Business Services,Posted
1/6/2023,Bank Fee,2307.24,Banking & Fees,Pending
6/9/2024,Marriott Hotels,1407.86,Travel,Pending
3/15/2023,CREDIT CARD PAYMENT,1701.08,Banking & Fees,Pending
5/15/2024,Automatic Payment,2574.01,Business Services,Pending
10/7/2023,United Airlines,1365.93,Travel,Posted
12/18/2023,Uber,2347.54,Travel,Pending
7/2/2024,Hulu,-2675.06,Subscriptions,Posted
7/18/2023,Donation,2720.01,Others,Pending
8/6/2024,Wire Transfer,169.69,Banking & Fees,Posted
6/25/2023,Touchstone Climbing,1716.22,Fitness & Sports,Pending
5/18/2023,Health Insurance,2503.11,Insurance & Financial,Pending
1/5/2024,LA Fitness,711.46,Fitness & Sports,Pending
12/4/2023,Bank Fee,2407.44,Banking & Fees,Pending
1/19/2024,Lyft,908.19,Travel,Pending
7/27/2023,Miscellaneous Expense,1401.47,Others,Pending
4/12/2023,Madison Bicycle Shop,1751.58,Business Services,Posted
8/13/2024,Office Depot,1646.66,Business Services,Posted
9/20/2023,Verizon,465.87,Bills & Utilities,Posted
4/21/2023,Wire Transfer,1938.38,Banking & Fees,Posted
7/12/2024,Amazon,362.02,Shopping,Pending
12/5/2023,IKEA,36.83,Shopping,Posted
6/12/2024,Apple Music,2931.56,Subscriptions,Pending
5/7/2023,Verizon,2168.59,Bills & Utilities,Pending
2/11/2023,Netflix,66.08,Subscriptions,Posted
12/31/2023,Donation,1572.74,Others,Pending
5/22/2023,Starbucks,2776.57,Food & Drinks,Posted
6/12/2024,Water Bill,2096.42,Bills & Utilities,Pending
3/14/2023,United Airlines,872.29,Travel,Posted
12/17/2023,Lyft,2729.54,Travel,Pending
3/14/2023,Walmart,2505.75,Shopping,Posted
5/11/2023,Loan Repayment,1715.03,Insurance & Financial,Pending
4/9/2024,Apple Music,2780.13,Subscriptions,Pending
10/29/2023,Donation,2279.37,Others,Posted
9/2/2023,Automatic Payment,-1873.82,Business Services,Posted
1/13/2023,Office Depot,148.15,Business Services,Posted
4/23/2023,Costco,1690.7,Shopping,Posted
8/8/2024,Venmo,568.26,Others,Pending
7/15/2023,McDonald's,185.71,Food & Drinks,Pending
1/6/2023,Automatic Payment,176.15,Business Services,Pending
5/23/2023,Expedia,-2637.16,Travel,Pending
5/25/2024,Amazon Prime,731.28,Subscriptions,Posted
5/4/2024,Office Depot,-750.29,Business Services,Posted
5/19/2024,Disney+,1196.82,Subscriptions,Posted
4/3/2023,Marriott Hotels,1174.67,Travel,Pending
1/10/2023,Office Depot,2092.97,Business Services,Posted
6/18/2024,eBay,1437.29,Shopping,Posted
10/28/2023,Mortgage Payment,2946.22,Insurance & Financial,Pending
2/2/2023,Office Depot,2805.82,Business Services,Posted
2/11/2024,Amazon Prime,2954.35,Subscriptions,Pending
4/26/2024,Spotify,773.9,Subscriptions,Pending
2/20/2024,Gift Card,112.09,Others,Posted
6/9/2023,Mortgage Payment,81.72,Insurance & Financial,Posted
4/13/2023,CREDIT CARD PAYMENT,2661.6,Banking & Fees,Pending
7/25/2023,LA Fitness,922.22,Fitness & Sports,Posted
10/23/2023,Touchstone Climbing,2337.63,Fitness & Sports,Posted
1/26/2023,Health Insurance,1852.92,Insurance & Financial,Pending
11/5/2023,McDonald's,2211.43,Food & Drinks,Pending
3/8/2023,Target,232.23,Shopping,Pending
3/5/2023,Overdraft Fee,2838.52,Banking & Fees,Posted
10/15/2023,YouTube Premium,5.61,Subscriptions,Posted
8/11/2024,Miscellaneous Expense,1293.65,Others,Posted
10/30/2023,Health Insurance,981.18,Insurance & Financial,Posted
7/31/2023,Bank Fee,42.83,Banking & Fees,Pending
9/17/2023,Domino's Pizza,1787.74,Food & Drinks,Posted
11/16/2023,Home Depot,371.47,Bills & Utilities,Posted
5/14/2024,Nike Training,-2619.06,Fitness & Sports,Pending
2/1/2024,Madison Bicycle Shop,1052.07,Business Services,Pending
5/6/2023,ATM Withdrawal,905.18,Banking & Fees,Pending
2/22/2023,Donation,1567.23,Others,Pending
11/11/2023,Rent Payment,132.52,Bills & Utilities,Posted
5/5/2024,Netflix,544.9,Subscriptions,Posted
8/28/2023,LA Fitness,2428.51,Fitness & Sports,Posted
2/3/2023,Subway,2150.46,Food & Drinks,Pending
7/19/2024,Starbucks,1520.72,Food & Drinks,Pending
4/6/2024,Overdraft Fee,340.48,Banking & Fees,Pending
6/20/2023,PG&E,1773.77,Bills & Utilities,Pending
9/18/2023,Lyft,506.28,Travel,Pending
3/22/2024,United Airlines,1068.03,Travel,Pending
7/5/2023,Lyft,2827.78,Travel,Pending
5/19/2023,Water Bill,1100.75,Bills & Utilities,Posted
6/13/2023,Bank Fee,2993.3,Banking & Fees,Pending
10/1/2023,Marriott Hotels,-2730.64,Travel,Posted
5/16/2023,Delta Airlines,1293.31,Travel,Pending
1/8/2023,Gym Membership,1259.56,Fitness & Sports,Pending
4/2/2024,Nike Training,268.46,Fitness & Sports,Pending
12/14/2023,ATM Withdrawal,2349.09,Banking & Fees,Pending
8/27/2023,Donation,371.18,Others,Posted
12/29/2023,Madison Bicycle Shop,1629.61,Business Services,Posted
6/3/2024,Miscellaneous Expense,907.5,Others,Posted
2/9/2023,Bank Fee,138.47,Banking & Fees,Pending
8/22/2024,Chipotle,-2481.96,Food & Drinks,Pending
1/7/2024,Best Buy,2400.25,Shopping,Posted
2/9/2023,Best Buy,1370.09,Shopping,Pending
4/28/2024,Amazon,1598.93,Shopping,Pending
4/7/2023,Touchstone Climbing,440.09,Fitness & Sports,Posted
5/8/2024,Wire Transfer,1422.24,Banking & Fees,Pending
8/24/2023,McDonald's,338.62,Food & Drinks,Pending
3/18/2023,Venmo,700.61,Others,Posted
6/29/2024,Best Buy,866.66,Shopping,Posted
10/24/2023,Hulu,2861,Subscriptions,Pending
4/30/2024,McDonald's,2132.85,Food & Drinks,Posted
3/10/2023,Madison Bicycle Shop,-228.55,Business Services,Posted
11/6/2023,Amazon Prime,2137.87,Subscriptions,Pending
8/15/2024,Apple Music,1161.67,Subscriptions,Posted
7/22/2024,Comcast,1280.1,Bills & Utilities,Pending
4/5/2024,Amazon,-802.58,Shopping,Pending
9/18/2023,Costco,2009.1,Shopping,Pending
5/19/2023,Miscellaneous Expense,-1320.95,Others,Pending
5/23/2024,IKEA,644.56,Shopping,Pending
5/7/2024,Amazon Prime,963.64,Subscriptions,Posted
8/7/2023,ATM Withdrawal,1599.64,Banking & Fees,Pending
11/14/2023,Loan Repayment,2606.34,Insurance & Financial,Posted
8/19/2023,Hulu,-917.41,Subscriptions,Posted
3/15/2023,Office Depot,2382.82,Business Services,Pending
3/31/2024,Delta Airlines,2752.32,Travel,Posted
4/6/2023,Subway,-2465.7,Food & Drinks,Posted
8/17/2024,Rent Payment,83.33,Bills & Utilities,Pending
6/8/2023,United Airlines,2810.23,Travel,Pending
12/25/2023,Health Insurance,425.06,Insurance & Financial,Pending
7/24/2024,Wire Transfer,1688.74,Banking & Fees,Posted
6/11/2023,Starbucks,1866.37,Food & Drinks,Posted
8/23/2024,Miscellaneous Expense,42.98,Others,Pending
1/18/2023,Health Insurance,1387.81,Insurance & Financial,Posted
3/26/2024,Spotify,2543.79,Subscriptions,Pending
4/5/2024,Miscellaneous Expense,1527.38,Others,Pending
7/22/2024,Tectra Inc,2451.11,Business Services,Pending
6/22/2024,Gift Card,2703.39,Others,Posted
12/28/2023,PG&E,-1559.25,Bills & Utilities,Pending
10/5/2023,Bank Fee,1125.6,Banking & Fees,Pending
7/20/2024,ATM Withdrawal,1607.21,Banking & Fees,Posted
1/28/2023,Amazon Prime,2499.27,Subscriptions,Pending
8/11/2024,Lyft,556.1,Travel,Posted
3/20/2024,Bank Fee,1333.26,Banking & Fees,Posted
1/6/2024,PG&E,573.11,Bills & Utilities,Pending
1/9/2023,Wire Transfer,2675.71,Banking & Fees,Pending
3/4/2023,Planet Fitness,1072.06,Fitness & Sports,Posted
2/4/2023,Miscellaneous Expense,1706.44,Others,Posted
1/17/2024,Office Depot,1068.74,Business Services,Posted
3/11/2023,Automatic Payment,714.38,Business Services,Posted
11/11/2023,Miscellaneous Expense,2304.43,Others,Pending
8/10/2023,Costco,2801.14,Shopping,Pending
7/15/2024,Spotify,1764.31,Subscriptions,Posted
4/3/2023,Spotify,2908.91,Subscriptions,Pending
1/24/2024,Automatic Payment,1558.12,Business Services,Pending
6/29/2024,Wire Transfer,1152.3,Banking & Fees,Posted
6/4/2024,Staples,540.58,Business Services,Pending
5/17/2023,Staples,2137.83,Business Services,Posted
5/7/2023,Electricity Bill,-2582.7,Bills & Utilities,Posted
5/9/2024,Hulu,833.71,Subscriptions,Pending
8/7/2024,Donation,2237.99,Others,Pending
2/19/2024,Health Insurance,1476.44,Insurance & Financial,Pending
8/13/2023,Office Depot,2348.7,Business Services,Posted
1/18/2024,Target,-2206.25,Shopping,Pending
6/15/2024,Amazon Prime,605.18,Subscriptions,Pending
3/4/2024,Starbucks,2976.86,Food & Drinks,Posted
6/15/2023,Expedia,2793.63,Travel,Pending
2/26/2023,Lyft,2790.32,Travel,Posted
8/18/2023,LA Fitness,-2329.82,Fitness & Sports,Pending
5/11/2024,Staples,143.31,Business Services,Posted
8/8/2024,Wire Transfer,1021.48,Banking & Fees,Posted
5/12/2024,Best Buy,2842.61,Shopping,Posted
1/4/2023,Staples,1207.93,Business Services,Pending
9/18/2023,Disney+,2447.48,Subscriptions,Pending
6/14/2023,McDonald's,1972.97,Food & Drinks,Posted
8/24/2023,Health Insurance,2918.07,Insurance & Financial,Pending
6/21/2023,Venmo,2193.71,Others,Posted
5/10/2023,Overdraft Fee,245.28,Banking & Fees,Posted
2/1/2023,Tectra Inc,440.52,Business Services,Posted
2/26/2024,ATM Withdrawal,637.01,Banking & Fees,Pending
4/14/2024,Burger King,159.89,Food & Drinks,Posted
7/24/2023,Delta Airlines,983.27,Travel,Pending
9/24/2023,Target,34.74,Shopping,Posted
11/27/2023,Uber,1008.38,Travel,Posted
5/9/2024,Costco,1986,Shopping,Posted
1/6/2023,Verizon,1023.73,Bills & Utilities,Posted
7/4/2024,Donation,-76.22,Others,Pending
7/26/2023,Target,2347.62,Shopping,Pending
9/28/2023,Wire Transfer,184.19,Banking & Fees,Posted
12/24/2023,Delta Airlines,1871.15,Travel,Posted
2/26/2024,Car Insurance,911.21,Insurance & Financial,Posted
3/3/2023,PG&E,338.65,Bills & Utilities,Pending
4/6/2024,Uber,2304.78,Travel,Pending
4/17/2024,Costco,1639.87,Shopping,Posted
7/31/2024,Nike Training,2139.3,Fitness & Sports,Pending
9/4/2023,Mortgage Payment,1099.14,Insurance & Financial,Posted
11/16/2023,United Airlines,2618.97,Travel,Pending
7/2/2024,Costco,1689.28,Shopping,Pending
5/18/2023,Loan Repayment,921.78,Insurance & Financial,Pending
3/4/2023,Burger King,2408.19,Food & Drinks,Pending
6/18/2024,Staples,2242.23,Business Services,Posted
3/7/2024,Burger King,45.39,Food & Drinks,Pending
2/19/2023,Nike Training,377.02,Fitness & Sports,Posted
12/31/2023,Target,1902.62,Shopping,Posted
7/4/2023,Touchstone Climbing,1531.12,Fitness & Sports,Posted
6/4/2024,Domino's Pizza,590.25,Food & Drinks,Posted
5/27/2024,Comcast,2103.32,Bills & Utilities,Posted
1/9/2023,Staples,2508.51,Business Services,Pending
3/28/2024,Car Insurance,853.7,Insurance & Financial,Posted
12/14/2023,Staples,1871.41,Business Services,Posted
9/5/2023,KFC,811.52,Food & Drinks,Pending
1/18/2024,Airbnb,2600.83,Travel,Pending
2/23/2023,Comcast,403,Bills & Utilities,Pending
11/13/2023,Car Insurance,742.92,Insurance & Financial,Pending
12/27/2023,Staples,2888.25,Business Services,Pending
5/14/2023,Nike Training,1946.74,Fitness & Sports,Pending
7/3/2023,Loan Repayment,2872.89,Insurance & Financial,Posted
3/23/2024,Loan Repayment,912.58,Insurance & Financial,Pending
7/7/2023,Touchstone Climbing,594.08,Fitness & Sports,Posted
12/3/2023,Disney+,2525.91,Subscriptions,Pending
2/1/2023,Starbucks,2893.25,Food & Drinks,Posted
2/26/2023,Amazon,2694.35,Shopping,Pending
4/10/2023,KFC,536.95,Food & Drinks,Posted
6/12/2023,Walmart,1191.59,Shopping,Pending
3/31/2023,Tectra Inc,703.93,Business Services,Pending
8/6/2023,Touchstone Climbing,149.43,Fitness & Sports,Posted
1/9/2023,Spotify,353.61,Subscriptions,Pending
7/27/2023,Madison Bicycle Shop,941.34,Business Services,Posted
2/4/2024,Planet Fitness,1602.35,Fitness & Sports,Posted
11/19/2023,Lyft,2811.19,Travel,Pending
6/3/2023,PayPal,2315.05,Others,Pending
1/27/2023,Marriott Hotels,2068.49,Travel,Posted
10/25/2023,Bank Fee,-2737.03,Banking & Fees,Pending
12/28/2023,Delta Airlines,1276.52,Travel,Pending
7/18/2023,Gym Membership,1608,Fitness & Sports,Posted
5/30/2024,ATM Withdrawal,38.55,Banking & Fees,Posted
10/10/2023,Staples,2284.48,Business Services,Posted
11/13/2023,Domino's Pizza,1225.67,Food & Drinks,Posted
6/26/2023,Comcast,2992.93,Bills & Utilities,Posted
4/3/2023,Disney+,1215.99,Subscriptions,Pending
5/11/2023,Disney+,-1562.14,Subscriptions,Posted
2/4/2023,Office Depot,1635.29,Business Services,Posted
7/18/2024,Touchstone Climbing,2477.67,Fitness & Sports,Pending
1/25/2024,Comcast,545.5,Bills & Utilities,Pending
10/11/2023,Netflix,551,Subscriptions,Posted
3/16/2023,Comcast,2098.28,Bills & Utilities,Pending
1/24/2024,Walmart,2543.03,Shopping,Posted
2/18/2023,Office Depot,670.52,Business Services,Pending
6/1/2024,Marriott Hotels,1971.76,Travel,Pending
4/24/2024,Verizon,1134.81,Bills & Utilities,Pending
10/7/2023,Spotify,2572.24,Subscriptions,Posted
4/12/2023,McDonald's,1825.19,Food & Drinks,Pending
5/22/2024,Donation,849.2,Others,Posted
7/18/2024,CREDIT CARD PAYMENT,116.81,Banking & Fees,Posted
1/9/2023,Disney+,2132.01,Subscriptions,Pending
8/23/2023,Costco,2772.67,Shopping,Pending
9/20/2023,Staples,2246.24,Business Services,Pending
12/1/2023,Overdraft Fee,2934.56,Banking & Fees,Pending
5/21/2024,Hulu,-2727.64,Subscriptions,Pending
5/8/2023,LA Fitness,1287.58,Fitness & Sports,Pending
2/18/2024,Health Insurance,2108.11,Insurance & Financial,Pending
10/5/2023,McDonald's,1460.44,Food & Drinks,Posted
7/3/2023,ATM Withdrawal,1424.51,Banking & Fees,Posted
2/18/2023,Rent Payment,136.51,Bills & Utilities,Posted
7/26/2024,Gym Membership,1276.02,Fitness & Sports,Posted
2/11/2023,Donation,468.89,Others,Posted
3/31/2024,Donation,1343.93,Others,Posted
8/11/2023,Loan Repayment,965.42,Insurance & Financial,Pending
12/22/2023,McDonald's,628.57,Food & Drinks,Pending
9/23/2023,ATM Withdrawal,2123.71,Banking & Fees,Posted
6/27/2024,Domino's Pizza,973.61,Food & Drinks,Pending
1/19/2023,Donation,2518.76,Others,Posted
7/23/2024,Planet Fitness,-965.08,Fitness & Sports,Posted
5/17/2024,Uber,2032.87,Travel,Pending
4/7/2023,Chipotle,630.59,Food & Drinks,Pending
9/13/2023,Touchstone Climbing,1692.12,Fitness & Sports,Posted
10/1/2023,Miscellaneous Expense,265.27,Others,Posted
6/2/2023,IKEA,38.86,Shopping,Posted
6/29/2024,Hulu,2274.59,Subscriptions,Pending
3/22/2024,LA Fitness,-2975.65,Fitness & Sports,Posted
8/6/2023,Office Depot,115.16,Business Services,Pending
2/4/2023,Health Insurance,652.56,Insurance & Financial,Pending
